Normal

A,w,eww,D,clickTime,currentNumberOfErrors
204.8,25.6,3,1,1.5160000324249268,1
307.20000000000005,25.6,3,1,1.556999921798706,1
409.6,25.6,3,1,1.3020000457763672,1
204.8,25.6,3,1,1.2000000476837158,1
307.20000000000005,25.6,3,1,1.24399995803833,1
204.8,25.6,3,1,1.446000099182129,1
307.20000000000005,25.6,3,1,1.2889997959136963,1
409.6,25.6,3,1,1.3640000820159912,1
409.6,25.6,3,1,1.8949999809265137,1
204.8,25.6,3,0.5,1.5959999561309814,1
409.6,25.6,3,0.5,1.5950000286102295,1
204.8,25.6,3,0.5,1.1649999618530273,1
409.6,25.6,3,0.5,1.0770001411437988,1
307.20000000000005,25.6,3,0.5,1.0929999351501465,1
307.20000000000005,25.6,3,0.5,1.3700001239776611,1
204.8,25.6,3,0.5,1.1069998741149902,1
307.20000000000005,25.6,3,0.5,1.3930001258850098,1
409.6,25.6,3,0.5,2.062999963760376,1
204.8,25.6,3,0,1.0929999351501465,1
204.8,25.6,3,0,1.2039999961853027,1
307.20000000000005,25.6,3,0,1.3580000400543213,1
409.6,25.6,3,0,1.1059999465942383,1
204.8,25.6,3,0,1.1649999618530273,1
409.6,25.6,3,0,1.128000020980835,1
409.6,25.6,3,0,1.3870000839233398,1
307.20000000000005,25.6,3,0,0.9679999351501465,1
307.20000000000005,25.6,3,0,1.0750000476837158,1
409.6,25.6,2,1,1.3229999542236328,1
204.8,25.6,2,1,1.3480000495910645,1
307.20000000000005,25.6,2,1,1.5139999389648438,1
204.8,25.6,2,1,1.1970000267028809,1
204.8,25.6,2,1,1.124000072479248,1
307.20000000000005,25.6,2,1,1.0679998397827148,1
409.6,25.6,2,1,1.2410001754760742,1
409.6,25.6,2,1,1.3969998359680176,1
307.20000000000005,25.6,2,1,1.2090001106262207,1
307.20000000000005,25.6,2,0.5,1.4189999103546143,1
409.6,25.6,2,0.5,1.371999979019165,1
409.6,25.6,2,0.5,1.1490001678466797,1
409.6,25.6,2,0.5,1.3579998016357422,1
204.8,25.6,2,0.5,1.440000057220459,1
307.20000000000005,25.6,2,0.5,1.0940001010894775,1
204.8,25.6,2,0.5,1.0249998569488525,1
307.20000000000005,25.6,2,0.5,0.9550001621246338,1
204.8,25.6,2,0.5,1.2239999771118164,1
409.6,25.6,2,0,1.3299999237060547,1
204.8,25.6,2,0,1.0920000076293945,1
204.8,25.6,2,0,1.0490000247955322,1
307.20000000000005,25.6,2,0,1.5490000247955322,1
409.6,25.6,2,0,1.1559998989105225,1
307.20000000000005,25.6,2,0,1.4060001373291016,1
204.8,25.6,2,0,1.0049998760223389,1
409.6,25.6,2,0,1.0090000629425049,1
307.20000000000005,25.6,2,0,1.3310000896453857,1
204.8,25.6,1.33,1,1.2719998359680176,1
307.20000000000005,25.6,1.33,1,1.1660001277923584,1
409.6,25.6,1.33,1,1.1089999675750732,1
204.8,25.6,1.33,1,1.565000057220459,1
409.6,25.6,1.33,1,1.2300000190734863,1
307.20000000000005,25.6,1.33,1,1.179999828338623,1
307.20000000000005,25.6,1.33,1,1.2790000438690186,1
409.6,25.6,1.33,1,1.4720001220703125,1
204.8,25.6,1.33,1,1.3029999732971191,1
204.8,25.6,1.33,0.5,1.2289998531341553,1
409.6,25.6,1.33,0.5,1.4249999523162842,1
409.6,25.6,1.33,0.5,1.2260000705718994,1
409.6,25.6,1.33,0.5,1.1779999732971191,1
307.20000000000005,25.6,1.33,0.5,1.3900001049041748,1
204.8,25.6,1.33,0.5,1.0390000343322754,1
204.8,25.6,1.33,0.5,1.444000005722046,1
307.20000000000005,25.6,1.33,0.5,1.3580000400543213,1
307.20000000000005,25.6,1.33,0.5,1.1519999504089355,1
409.6,25.6,1.33,0,1.1129999160766602,1
204.8,25.6,1.33,0,1.246999979019165,1
204.8,25.6,1.33,0,1.1050000190734863,1
307.20000000000005,25.6,1.33,0,1.0699999332427979,1
204.8,25.6,1.33,0,0.7450001239776611,1
409.6,25.6,1.33,0,1.4489998817443848,1
409.6,25.6,1.33,0,1.4560000896453857,1
307.20000000000005,25.6,1.33,0,1.2909998893737793,1
307.20000000000005,25.6,1.33,0,1.3240001201629639,1
409.6,19.200000000000003,3,1,1.556999921798706,1
307.20000000000005,19.200000000000003,3,1,1.3420000076293945,1
204.8,19.200000000000003,3,1,1.3040001392364502,1
307.20000000000005,19.200000000000003,3,1,1.2309999465942383,1
204.8,19.200000000000003,3,1,1.5739998817443848,1
307.20000000000005,19.200000000000003,3,1,1.2260000705718994,1
409.6,19.200000000000003,3,1,1.2969999313354492,1
204.8,19.200000000000003,3,1,0.9350001811981201,1
409.6,19.200000000000003,3,1,1.4019999504089355,1
204.8,19.200000000000003,3,0.5,1.3209998607635498,1
307.20000000000005,19.200000000000003,3,0.5,1.2970001697540283,1
204.8,19.200000000000003,3,0.5,1.0739998817443848,1
307.20000000000005,19.200000000000003,3,0.5,1.3380000591278076,1
409.6,19.200000000000003,3,0.5,1.2630000114440918,1
409.6,19.200000000000003,3,0.5,1.1989998817443848,1
409.6,19.200000000000003,3,0.5,1.1010000705718994,1
307.20000000000005,19.200000000000003,3,0.5,0.9869999885559082,1
204.8,19.200000000000003,3,0.5,1.0490000247955322,1
307.20000000000005,19.200000000000003,3,0,1.1570000648498535,1
307.20000000000005,19.200000000000003,3,0,1.498999834060669,1
307.20000000000005,19.200000000000003,3,0,1.2350001335144043,1
409.6,19.200000000000003,3,0,0.9909999370574951,1
204.8,19.200000000000003,3,0,1.1979999542236328,1
409.6,19.200000000000003,3,0,1.6760001182556152,1
204.8,19.200000000000003,3,0,1.1640000343322754,1
409.6,19.200000000000003,3,0,1.3559999465942383,1
204.8,19.200000000000003,3,0,1.1740000247955322,1
409.6,19.200000000000003,2,1,1.2430000305175781,1
204.8,19.200000000000003,2,1,0.870999813079834,1
307.20000000000005,19.200000000000003,2,1,1.1690001487731934,1
307.20000000000005,19.200000000000003,2,1,1.1589999198913574,1
204.8,19.200000000000003,2,1,1.4869999885559082,1
409.6,19.200000000000003,2,1,1.3880000114440918,1
409.6,19.200000000000003,2,1,1.440000057220459,1
204.8,19.200000000000003,2,1,1.2630000114440918,1
307.20000000000005,19.200000000000003,2,1,1.5509998798370361,1
409.6,19.200000000000003,2,0.5,1.1349999904632568,1
409.6,19.200000000000003,2,0.5,1.1150000095367432,1
307.20000000000005,19.200000000000003,2,0.5,1.1430001258850098,1
307.20000000000005,19.200000000000003,2,0.5,1.2709999084472656,1
307.20000000000005,19.200000000000003,2,0.5,1.3229999542236328,1
204.8,19.200000000000003,2,0.5,1.3460001945495605,1
