Normal

A,w,eww,D,clickTime,currentNumberOfErrors
204.8,25.6,3,1,1.6970000267028809,2
409.6,25.6,3,1,1.8400001525878906,2
409.6,25.6,3,1,1.3939998149871826,2
204.8,25.6,3,1,1.4260001182556152,2
307.20000000000005,25.6,3,1,1.250999927520752,2
409.6,25.6,3,1,1.2380001544952393,2
307.20000000000005,25.6,3,1,0.9769999980926514,2
204.8,25.6,3,1,1.123999834060669,2
307.20000000000005,25.6,3,1,1.065999984741211,2
409.6,25.6,3,0.5,2.075000047683716,3
409.6,25.6,3,0.5,1.066999912261963,3
204.8,25.6,3,0.5,1.1190001964569092,3
307.20000000000005,25.6,3,0.5,2.2269999980926514,5
409.6,25.6,3,0.5,1.303999900817871,5
204.8,25.6,3,0.5,2.3610000610351562,7
307.20000000000005,25.6,3,0.5,0.937999963760376,7
307.20000000000005,25.6,3,0.5,1.059000015258789,7
204.8,25.6,3,0.5,1.2590000629425049,7
307.20000000000005,25.6,3,0,0.8409998416900635,7
204.8,25.6,3,0,1.3320000171661377,9
409.6,25.6,3,0,1.0269999504089355,9
307.20000000000005,25.6,3,0,0.9530000686645508,9
204.8,25.6,3,0,1.1380000114440918,9
409.6,25.6,3,0,1.1470000743865967,9
204.8,25.6,3,0,1.1080000400543213,9
409.6,25.6,3,0,1.0989999771118164,9
307.20000000000005,25.6,3,0,1.1150000095367432,9
307.20000000000005,25.6,2,1,0.8350000381469727,9
204.8,25.6,2,1,1.1019999980926514,9
409.6,25.6,2,1,1.063999891281128,9
409.6,25.6,2,1,1.2599999904632568,9
409.6,25.6,2,1,0.6889998912811279,9
307.20000000000005,25.6,2,1,1.186000108718872,10
204.8,25.6,2,1,1.005000114440918,10
307.20000000000005,25.6,2,1,0.9309999942779541,10
204.8,25.6,2,1,1.375999927520752,10
307.20000000000005,25.6,2,0.5,1.1130001544952393,10
307.20000000000005,25.6,2,0.5,1.2589998245239258,10
307.20000000000005,25.6,2,0.5,1.1770000457763672,10
409.6,25.6,2,0.5,1.2239999771118164,10
204.8,25.6,2,0.5,1.0280001163482666,10
204.8,25.6,2,0.5,1.125999927520752,10
409.6,25.6,2,0.5,1.3900001049041748,10
409.6,25.6,2,0.5,1.2679998874664307,10
204.8,25.6,2,0.5,1.2219998836517334,10
409.6,25.6,2,0,0.9700000286102295,10
307.20000000000005,25.6,2,0,0.8840000629425049,10
409.6,25.6,2,0,1.1080000400543213,10
204.8,25.6,2,0,1.187999963760376,10
204.8,25.6,2,0,0.9739999771118164,10
307.20000000000005,25.6,2,0,0.9460000991821289,10
204.8,25.6,2,0,0.8619999885559082,10
409.6,25.6,2,0,1.0479998588562012,10
307.20000000000005,25.6,2,0,1.3030002117156982,10
204.8,25.6,1.33,1,1.0949997901916504,10
409.6,25.6,1.33,1,1.1170001029968262,10
307.20000000000005,25.6,1.33,1,1.0429999828338623,10
