Normal

A,w,eww,D,clickTime,currentNumberOfErrors
204.8,25.6,3,1,0.9890000820159912,1
307.20000000000005,25.6,3,1,1.816999912261963,2
307.20000000000005,25.6,3,1,1.2230000495910645,3
409.6,25.6,3,1,1.2909998893737793,3
307.20000000000005,25.6,3,1,1.1070001125335693,3
409.6,25.6,3,1,1.9800000190734863,4
204.8,25.6,3,1,1.3509998321533203,4
409.6,25.6,3,1,1.0760002136230469,4
204.8,25.6,3,1,1.74399995803833,5
307.20000000000005,25.6,3,0.5,1.2960000038146973,5
204.8,25.6,3,0.5,1.0079998970031738,5
204.8,25.6,3,0.5,1.0290000438690186,5
307.20000000000005,25.6,3,0.5,1.1670000553131104,5
409.6,25.6,3,0.5,1.2799999713897705,5
204.8,25.6,3,0.5,1.1549999713897705,5
409.6,25.6,3,0.5,1.313999891281128,5
307.20000000000005,25.6,3,0.5,1.4200000762939453,5
409.6,25.6,3,0.5,0.9839999675750732,5
307.20000000000005,25.6,3,0,0.7660000324249268,5
204.8,25.6,3,0,0.9160001277923584,5
409.6,25.6,3,0,0.8449997901916504,5
307.20000000000005,25.6,3,0,1.371000051498413,7
204.8,25.6,3,0,1.5280001163482666,8
307.20000000000005,25.6,3,0,0.8199999332427979,8
409.6,25.6,3,0,1.3580000400543213,8
204.8,25.6,3,0,0.7260000705718994,8
409.6,25.6,3,0,0.8929998874664307,8
409.6,25.6,2,1,1.2070000171661377,8
307.20000000000005,25.6,2,1,0.9609999656677246,8
204.8,25.6,2,1,0.9570000171661377,8
409.6,25.6,2,1,1.0529999732971191,8
409.6,25.6,2,1,0.9189999103546143,8
307.20000000000005,25.6,2,1,2.5480000972747803,10
204.8,25.6,2,1,1.1340000629425049,10
307.20000000000005,25.6,2,1,0.875999927520752,10
204.8,25.6,2,1,1.38100004196167,10
409.6,25.6,2,0.5,1.0509998798370361,10
307.20000000000005,25.6,2,0.5,0.9290001392364502,10
204.8,25.6,2,0.5,1.003999948501587,10
204.8,25.6,2,0.5,1.3589999675750732,10
409.6,25.6,2,0.5,1.121000051498413,10
307.20000000000005,25.6,2,0.5,1.246999979019165,10
307.20000000000005,25.6,2,0.5,0.9760000705718994,10
409.6,25.6,2,0.5,1.306999921798706,10
204.8,25.6,2,0.5,0.9769999980926514,10
204.8,25.6,2,0,0.9809999465942383,10
204.8,25.6,2,0,0.9910001754760742,10
307.20000000000005,25.6,2,0,1.1489999294281006,10
409.6,25.6,2,0,1.184999942779541,10
307.20000000000005,25.6,2,0,1.0770001411437988,10
204.8,25.6,2,0,0.9479999542236328,10
409.6,25.6,2,0,1.303999900817871,10
409.6,25.6,2,0,1.0929999351501465,10
307.20000000000005,25.6,2,0,1.0780000686645508,10
204.8,25.6,1.33,1,0.8919999599456787,10
409.6,25.6,1.33,1,1.190000057220459,10
409.6,25.6,1.33,1,1.189000129699707,10
307.20000000000005,25.6,1.33,1,1.0969998836517334,10
409.6,25.6,1.33,1,1.1549999713897705,10
307.20000000000005,25.6,1.33,1,1.4600000381469727,10
204.8,25.6,1.33,1,0.9259998798370361,10
204.8,25.6,1.33,1,0.8960001468658447,10
307.20000000000005,25.6,1.33,1,1.1640000343322754,10
307.20000000000005,25.6,1.33,0.5,1.0899999141693115,10
409.6,25.6,1.33,0.5,1.3870000839233398,11
409.6,25.6,1.33,0.5,1.4800000190734863,11
409.6,25.6,1.33,0.5,1.2239999771118164,11
204.8,25.6,1.33,0.5,1.4769999980926514,11
204.8,25.6,1.33,0.5,1.065999984741211,11
307.20000000000005,25.6,1.33,0.5,1.3050000667572021,11
204.8,25.6,1.33,0.5,0.7869999408721924,11
307.20000000000005,25.6,1.33,0.5,1.7339999675750732,12
307.20000000000005,25.6,1.33,0,1.194000005722046,12
204.8,25.6,1.33,0,1.4779999256134033,12
409.6,25.6,1.33,0,1.0369999408721924,12
409.6,25.6,1.33,0,1.816999912261963,13
204.8,25.6,1.33,0,1.4060001373291016,13
409.6,25.6,1.33,0,1.1779999732971191,13
204.8,25.6,1.33,0,1.2249999046325684,13
307.20000000000005,25.6,1.33,0,0.9809999465942383,13
307.20000000000005,25.6,1.33,0,1.4639999866485596,14
409.6,19.200000000000003,3,1,1.4690001010894775,14
409.6,19.200000000000003,3,1,1.6010000705718994,15
307.20000000000005,19.200000000000003,3,1,1.0679998397827148,15
307.20000000000005,19.200000000000003,3,1,1.379000186920166,15
409.6,19.200000000000003,3,1,1.4139997959136963,15
204.8,19.200000000000003,3,1,1.3880000114440918,16
204.8,19.200000000000003,3,1,1.1640000343322754,16
204.8,19.200000000000003,3,1,1.2699999809265137,16
307.20000000000005,19.200000000000003,3,1,1.6370000839233398,17
204.8,19.200000000000003,3,0.5,1.3859999179840088,17
307.20000000000005,19.200000000000003,3,0.5,1.0780000686645508,17
409.6,19.200000000000003,3,0.5,1.1800000667572021,17
307.20000000000005,19.200000000000003,3,0.5,1.1150000095367432,17
409.6,19.200000000000003,3,0.5,1.4110000133514404,17
307.20000000000005,19.200000000000003,3,0.5,1.2119998931884766,17
204.8,19.200000000000003,3,0.5,0.7569999694824219,17
409.6,19.200000000000003,3,0.5,1.2960000038146973,17
204.8,19.200000000000003,3,0.5,1.1359999179840088,17
307.20000000000005,19.200000000000003,3,0,1.1990001201629639,17
307.20000000000005,19.200000000000003,3,0,2.690999984741211,20
204.8,19.200000000000003,3,0,1.2090001106262207,20
409.6,19.200000000000003,3,0,1.1949999332427979,20
409.6,19.200000000000003,3,0,1.3680000305175781,20
204.8,19.200000000000003,3,0,0.8949999809265137,20
204.8,19.200000000000003,3,0,0.9270000457763672,20
409.6,19.200000000000003,3,0,1.0309998989105225,20
